# ============================================================================
# KTP OP Anonymization - Coverage Inventory
# ============================================================================
# THE SINGLE SOURCE OF TRUTH for what gets anonymized.
#
# Read by: the engine (what to change), the dry run (what would change),
#          the verifier (what must be gone), and the coverage doc generator.
# Because all four read this file, they cannot disagree with each other.
#
# FORMAT: table_name,column_name,rule,category,source,notes
#   Lines starting with # are comments. Blank lines are ignored.
#   Everything is case-insensitive.
#
# RULE:
#   CODE        Replace the identifier using anon_meta.code_map.
#   NULL_OUT    Free text / PII -> NULL. ALWAYS applied, never configurable.
#   DESCRIPTION Label column -> the row's own new code (keeps the UI readable).
#   SELF_CODE   Per-entity PII attribute -> the row's own new code.
#
# CATEGORY:
#   ANY           Column may hold entity, portfolio or counterparty codes.
#                 Mapping is searched unrestricted.
#   BANK_ACCOUNT  Column references compte_banque.code. Mapping is RESTRICTED
#                 to bank-account codes, because a compte_banque.code can be
#                 textually identical to a tiers.code and would otherwise be
#                 rewritten with the wrong mapping.
#   ENTITY /      Owning category for DESCRIPTION and SELF_CODE rules; selects
#   PORTFOLIO /   which ANONYMIZE_<CATEGORY>_DESCRIPTION flag gates the column.
#   COUNTERPARTY
#   NONE          NULL_OUT only. Free text is never category-dependent.
#
# ----------------------------------------------------------------------------
# WHAT anonymization.ini CAN AND CANNOT SWITCH OFF
# ----------------------------------------------------------------------------
# The flags do NOT filter this file by table. Only PART B below - 8 rows out of
# 562 - can be turned off by a flag.
#
#   PART A   applied on every run, no flag can disable it
#     CODE       462 rows   The flags act on the MAPPING, not on this list. A
#                           disabled category has no rows in anon_meta.code_map,
#                           so these statements still run but find nothing of
#                           that category to substitute. Filtering happens per
#                           VALUE, not per table or column.
#     NULL_OUT    92 rows   Never optional. Free text is the highest-risk
#                           category and the least useful to preserve.
#
#   PART B   switchable
#     DESCRIPTION  3 rows   ANONYMIZE_<CATEGORY>_DESCRIPTION
#     SELF_CODE    5 rows   ANONYMIZE_<CATEGORY>_ATTRIBUTES
#
# To exclude a specific table or column, comment its line out here. That is the
# per-column control; the flags are the per-category control.
#
# Review of which rows SHOULD be flag-gated is open - see
# docs/08_open_questions.md.
#
# To extend coverage, prefer config/inventory_op_custom.csv - it survives
# upgrades of this file.
# ============================================================================

table_name,column_name,rule,category,source,notes
cm_foi_forecast,entity,CODE,ANY,BASE,
cm_foi_forecast,bank,CODE,ANY,BASE,
cm_forecast,entity,CODE,ANY,BASE,
cm_forecast,portfolio,CODE,ANY,BASE,
cm_forecast,bank,CODE,ANY,BASE,
cm_forecast,branch,CODE,ANY,BASE,
cm_forecast,subsidiary_cpty,CODE,ANY,BASE,
cm_forecast,corresp_receiver1,CODE,ANY,BASE,
cm_forecast,corresp_receiver2,CODE,ANY,BASE,
cm_forecast,corresp_sender1,CODE,ANY,BASE,
cm_forecast,corresp_sender2,CODE,ANY,BASE,
cm_payt_payment,portfolio,CODE,ANY,BASE,
cm_payt_payment,cpty_account_code,CODE,BANK_ACCOUNT,BASE,
cm_payt_payment,corresp_receiver1,CODE,ANY,BASE,
cm_payt_payment,corresp_receiver2,CODE,ANY,BASE,
cm_payt_payment,corresp_sender1,CODE,ANY,BASE,
cm_payt_payment,corresp_sender2,CODE,ANY,BASE,
cm_pooling_convention,entity,CODE,ANY,BASE,
cm_pooling_convention,counterparty,CODE,ANY,BASE,
cm_process,entity,CODE,ANY,BASE,
cms_file_bkd,entity,CODE,ANY,BASE,
cms_file_bkd,counterparty,CODE,ANY,BASE,
cm_cms_exceptions,entity,CODE,ANY,BASE,
cm_cms_exceptions,portfolio,CODE,ANY,BASE,
cm_cms_exceptions,counterparty,CODE,ANY,BASE,
cm_cms_exceptions,issuer,CODE,ANY,BASE,
dm_hedge_request,entity,CODE,ANY,BASE,
dm_hedge_request,portfolio,CODE,ANY,BASE,
dm_hedge_request,counterparty,CODE,ANY,BASE,
dm_hr_autovalid_bkd,entity,CODE,ANY,BASE,
dm_hr_ctrp_map,counterparty,CODE,ANY,BASE,
dm_hr_cutoff_bkd,entity,CODE,ANY,BASE,
dm_hr_cutoff_bkd,portfolio,CODE,ANY,BASE,
dm_hr_cutoff_bkd,counterparty,CODE,ANY,BASE,
dm_hr_limit_bkd,entity,CODE,ANY,BASE,
dm_hr_limit_bkd,portfolio,CODE,ANY,BASE,
dm_hr_ptf_bkd,issuer,CODE,ANY,BASE,
dm_hr_ptf_bkd,cts_counterparty,CODE,ANY,BASE,
dm_hr_quotation,entity,CODE,ANY,BASE,
dm_hr_quotation,account,CODE,BANK_ACCOUNT,BASE,
dm_hr_quotation,bank,CODE,ANY,BASE,
tp_comm_entity_dim,entity,CODE,ANY,BASE,
tp_comm_entity_dim,account,CODE,BANK_ACCOUNT,BASE,
tp_comm_entity_dim,bank,CODE,ANY,BASE,
tp_contact,entity,CODE,ANY,BASE,
tp_contact,bank_account,CODE,BANK_ACCOUNT,BASE,
tp_data_profile_bankaccount,counterparty,CODE,ANY,BASE,
tp_data_profile_ctrp,entity,CODE,ANY,BASE,
tp_data_profile_entity,portfolio,CODE,ANY,BASE,
tp_data_profile_ptf,account,CODE,BANK_ACCOUNT,BASE,
tp_data_profile_ptf,bank,CODE,ANY,BASE,
tp_pos_snapshot,entity,CODE,ANY,BASE,
tp_pos_snapshot,account,CODE,BANK_ACCOUNT,BASE,
tp_pos_snapshot_results,entity,CODE,ANY,BASE,
tp_pos_snapshot_results,account,CODE,BANK_ACCOUNT,BASE,
tp_tenant_entity,entity,CODE,ANY,BASE,
tp_users,entity,CODE,ANY,BASE,
tp_users,counterparty,CODE,ANY,BASE,
tp_wv_mailing_rule,entity,CODE,ANY,BASE,
tp_wv_mailing_rule,counterparty,CODE,ANY,BASE,
tp_wv_transition_rule,entity,CODE,ANY,BASE,
tp_wv_transition_rule,counterparty,CODE,ANY,BASE,

# ============================================================================
# SECTION 8 - FREE TEXT AND PII (NULL_OUT)
# ============================================================================
# ALWAYS erased. Not gated by any configuration flag.
#
# These columns carry no referential meaning - nothing joins on them - so there
# is nothing to gain by mapping them and everything to lose by keeping them.
# Free text is where client names, addresses and comments actually leak.
# ============================================================================

# --- 8a. Large history tables: bulk-cleared in one pass before code remapping.
#     Clearing these up front is the single biggest runtime win in the tool:
#     the code phase then never has to scan them for text.
histo_reglement,description,NULL_OUT,NONE,BASE,
histo_reglement,groupe_1,NULL_OUT,NONE,BASE,
histo_reglement,groupe_2,NULL_OUT,NONE,BASE,
histo_reglement,groupe_3,NULL_OUT,NONE,BASE,
histo_operation,description,NULL_OUT,NONE,BASE,
histo_operation,groupe_1,NULL_OUT,NONE,BASE,
histo_operation,groupe_2,NULL_OUT,NONE,BASE,
histo_operation,groupe_3,NULL_OUT,NONE,BASE,
histo_flux,description,NULL_OUT,NONE,BASE,
histo_flux,groupe_1,NULL_OUT,NONE,BASE,
histo_flux,groupe_2,NULL_OUT,NONE,BASE,
histo_flux,groupe_3,NULL_OUT,NONE,BASE,
histo_livraison,description,NULL_OUT,NONE,BASE,
histo_livraison,groupe_1,NULL_OUT,NONE,BASE,
histo_livraison,groupe_2,NULL_OUT,NONE,BASE,
histo_livraison,groupe_3,NULL_OUT,NONE,BASE,
histo_mouvement,description,NULL_OUT,NONE,BASE,
histo_mouvement,libelle,NULL_OUT,NONE,BASE,
histo_mouvement_intraday,description,NULL_OUT,NONE,BASE,
histo_mouvement_intraday,libelle,NULL_OUT,NONE,BASE,
histo_compta,description,NULL_OUT,NONE,BASE,
histo_compta_man,description,NULL_OUT,NONE,BASE,
histo_facture,description,NULL_OUT,NONE,BASE,
histo_matiere,description,NULL_OUT,NONE,BASE,
histo_parapheur,description,NULL_OUT,NONE,BASE,
histo_pricing_groupe,description,NULL_OUT,NONE,BASE,

# --- 8b. Operation labels: free-text copies of counterparty names.
histo_operation,tiers_libelle,NULL_OUT,NONE,BASE,Counterparty name held as free text
import_operation,tiers_libelle,NULL_OUT,NONE,BASE,Counterparty name held as free text
import_operation,description,NULL_OUT,NONE,BASE,May contain real entity names
utilisateur,description,NULL_OUT,NONE,BASE,OP application user description

# --- 8c. KTP val_* tables.
val_security_account,numero_compte,NULL_OUT,NONE,BASE,Raw account number
val_security_account,groupe_1,NULL_OUT,NONE,BASE,
val_security_account,groupe_2,NULL_OUT,NONE,BASE,
val_security_account,groupe_3,NULL_OUT,NONE,BASE,
val_user,description,NULL_OUT,NONE,BASE,

# --- 8d. CTI: grouping and free-text fields.
cm_cash_concent_header,description,NULL_OUT,NONE,BASE,
cm_cash_concent_header,groupe_1,NULL_OUT,NONE,BASE,
cm_cash_concent_header,groupe_2,NULL_OUT,NONE,BASE,
cm_cash_concent_header,groupe_3,NULL_OUT,NONE,BASE,
cm_deal_deal,groupe_1,NULL_OUT,NONE,BASE,
cm_deal_deal,groupe_2,NULL_OUT,NONE,BASE,
cm_deal_deal,groupe_3,NULL_OUT,NONE,BASE,
cm_fli_flow,group1,NULL_OUT,NONE,BASE,
cm_fli_flow,group2,NULL_OUT,NONE,BASE,
cm_fli_flow,group3,NULL_OUT,NONE,BASE,
cm_forecast,group1,NULL_OUT,NONE,BASE,
cm_forecast,group2,NULL_OUT,NONE,BASE,
cm_forecast,group3,NULL_OUT,NONE,BASE,
cm_payt_payment,group1,NULL_OUT,NONE,BASE,
cm_payt_payment,group2,NULL_OUT,NONE,BASE,
cm_payt_payment,group3,NULL_OUT,NONE,BASE,
cm_payt_payment,groupe_1,NULL_OUT,NONE,BASE,Both group* and groupe_* exist here
cm_payt_payment,groupe_2,NULL_OUT,NONE,BASE,
cm_payt_payment,groupe_3,NULL_OUT,NONE,BASE,
cm_payt_payment,free_tiers_1,NULL_OUT,NONE,BASE,
cm_payt_payment,free_tiers_2,NULL_OUT,NONE,BASE,
cm_payt_payment,free_tiers_3,NULL_OUT,NONE,BASE,
cm_pooling_convention,value_1,NULL_OUT,NONE,BASE,
cm_pooling_convention,value_2,NULL_OUT,NONE,BASE,
cm_pooling_method,groupe_1,NULL_OUT,NONE,BASE,
cm_pooling_method,groupe_2,NULL_OUT,NONE,BASE,
cm_pooling_method,groupe_3,NULL_OUT,NONE,BASE,
tp_business_profile,description,NULL_OUT,NONE,BASE,

# --- 8e. CTI: raw bank identifiers. Directly identifying - a full IBAN or RIB
#     names the bank branch and account of the holder.
cm_deal_deal,tiers_rib_banque,NULL_OUT,NONE,BASE,French RIB bank code
cm_deal_deal,tiers_rib_guichet,NULL_OUT,NONE,BASE,French RIB branch code
cm_deal_deal,tiers_rib_compte,NULL_OUT,NONE,BASE,French RIB account number
cm_deal_deal,tiers_rib_cle,NULL_OUT,NONE,BASE,French RIB check digits
cm_deal_deal,tiers_iban_compte,NULL_OUT,NONE,BASE,IBAN account number
cm_deal_deal,tiers_iban_pays,NULL_OUT,NONE,BASE,IBAN country code
cm_deal_deal,tiers_iban_cle,NULL_OUT,NONE,BASE,IBAN check digits
cm_payt_payment,iban_key,NULL_OUT,NONE,BASE,
cm_payt_payment,bban_code,NULL_OUT,NONE,BASE,

# --- 8f. CTI: personal data. Names, emails and phone numbers of real people.
dm_hr_quotation,phone,NULL_OUT,NONE,BASE,
tp_comm_entity_dim,name,NULL_OUT,NONE,BASE,
tp_comm_entity_dim,email,NULL_OUT,NONE,BASE,
tp_comm_entity_dim,phone,NULL_OUT,NONE,BASE,
tp_comm_entity_dim,mobile,NULL_OUT,NONE,BASE,
tp_pos_snapshot_results,description,NULL_OUT,NONE,BASE,
tp_pos_snapshot_results,firstname,NULL_OUT,NONE,BASE,
tp_pos_snapshot_results,lastname,NULL_OUT,NONE,BASE,
tp_pos_snapshot_results,email,NULL_OUT,NONE,BASE,
tp_pos_snapshot_results,phone_number,NULL_OUT,NONE,BASE,
tp_wv_mailing_rule,description,NULL_OUT,NONE,BASE,
tp_wv_mailing_rule,firstname,NULL_OUT,NONE,BASE,
tp_wv_mailing_rule,lastname,NULL_OUT,NONE,BASE,
tp_wv_mailing_rule,email,NULL_OUT,NONE,BASE,
tp_wv_mailing_rule,phone_number,NULL_OUT,NONE,BASE,
uaa_users,description,NULL_OUT,NONE,BASE,
uaa_users,firstname,NULL_OUT,NONE,BASE,
uaa_users,lastname,NULL_OUT,NONE,BASE,
uaa_users,email,NULL_OUT,NONE,BASE,
uaa_users,phone_number,NULL_OUT,NONE,BASE,

# ############################################################################
# ############################################################################
# ##                                                                        ##
# ##   PART B - GATED BY FLAGS IN anonymization.ini                         ##
# ##                                                                        ##
# ##   Everything ABOVE this banner is applied on every run regardless of    ##
# ##   configuration. Everything BELOW can be switched off.                  ##
# ##                                                                        ##
# ##   These 8 rows are the ONLY rows in this file that a flag can turn      ##
# ##   off. Review list for deciding what else should become optional:       ##
# ##   docs/08_open_questions.md                                             ##
# ##                                                                        ##
# ############################################################################
# ############################################################################

# ============================================================================
# SECTION 9 - DESCRIPTION LABELS          [gated: ANONYMIZE_*_DESCRIPTION]
# ============================================================================
# Overwritten with the anonymized code of the row itself rather than nulled, so
# screens and reports stay readable: a counterparty shows as T_0000412 rather
# than blank.
#
# Resolved per row from whichever category matched in the mapping.
# Was EntD / FoldD / TierD / CpteD in the original config.ini.
# ============================================================================
structure,description,DESCRIPTION,ANY,BASE,
tiers,description,DESCRIPTION,ANY,BASE,
compte_banque,description,DESCRIPTION,BANK_ACCOUNT,BASE,

# ============================================================================
# SECTION 10 - ADDRESS LINES              [gated: ANONYMIZE_*_ATTRIBUTES]
# ============================================================================
# Overwritten with the anonymized code of the owning row. Same privacy effect as
# NULL_OUT, but leaves the column populated so application-side NOT NULL and
# format checks still pass.
#
# These are vendor-default behaviour, not a site choice: the original package
# always cleared adresse1-adresse5 as part of the description flag, so they were
# never one of the five configurable slots.
#
# OPEN QUESTION for the original developer: v2 tied these to the DESCRIPTION
# flag (EntD); v4 ties them to ATTRIBUTES because they are PII rather than
# labels. See docs/08_open_questions.md, item 2.
# ============================================================================
tiers,adresse1,SELF_CODE,ANY,BASE,
tiers,adresse2,SELF_CODE,ANY,BASE,
tiers,adresse3,SELF_CODE,ANY,BASE,
tiers,adresse4,SELF_CODE,ANY,BASE,
tiers,adresse5,SELF_CODE,ANY,BASE,

# ============================================================================
# SECTION 11 - MOVED OUT: per-entity PII attribute columns
# ============================================================================
# The 17 columns that used to sit here have been TRANSFERRED to
# config/inventory_op_custom.csv.
#
# WHY: they are not vendor defaults. They are whatever this site happened to
# put in the Ent1-5 / Fold1-5 / Tier1-5 / Cpte1-5 slots of the old config.ini -
# a site choice, so they belong in the site-specific file rather than in the
# shipped inventory. They remain ACTIVE; only their location changed.
#
# Transferred 2026-08-10. Pending review with the original developer.
# See docs/08_open_questions.md, item 1.
#
# For reference, the rows now living in inventory_op_custom.csv:
#
#   was Ent1-5   tiers,telephone,SELF_CODE,ENTITY
#                tiers,fax,SELF_CODE,ENTITY
#                tiers,email_adress,SELF_CODE,ENTITY
#                tiers,nom_pp,SELF_CODE,ENTITY
#                tiers,prenom_pp,SELF_CODE,ENTITY
#
#   was Fold1-5  tiers,groupe_1,SELF_CODE,PORTFOLIO
#                tiers,groupe_2,SELF_CODE,PORTFOLIO
#                tiers,groupe_3,SELF_CODE,PORTFOLIO
#                tiers,flag_pp,SELF_CODE,PORTFOLIO
#                tiers,dpt_naissance,SELF_CODE,PORTFOLIO
#
#   was Tier1-4  tiers,sector,SELF_CODE,COUNTERPARTY
#                tiers,seniority,SELF_CODE,COUNTERPARTY
#                tiers,telex,SELF_CODE,COUNTERPARTY
#                tiers,type_interne,SELF_CODE,COUNTERPARTY
#                (Tier5 was 'n' - no fifth column)
#
#   was Cpte1-3  compte_banque,groupe_1,SELF_CODE,BANK_ACCOUNT
#                compte_banque,groupe_2,SELF_CODE,BANK_ACCOUNT
#                compte_banque,groupe_3,SELF_CODE,BANK_ACCOUNT
#                (Cpte4 and Cpte5 were 'n' - no fourth or fifth column)
# ============================================================================
